3, 8, 2, 1, 1,	39889.292969, 79787, 1.625144, 61533
3, 8, 2, 1, 2,	38364.929688, 76693, 1.867379, 53551
3, 8, 2, 2, 1,	38011.707031, 76020, 1.924335, 51966
3, 8, 2, 2, 2,	36254.871094, 72457, 2.206385, 45323
4, 4, 1, 1, 1,	34131.863281, 68187, 1.272621, 78578
4, 4, 1, 1, 2,	31238.072266, 62457, 1.504732, 66457
4, 4, 1, 2, 1,	31051.750000, 62082, 1.519826, 65797
4, 4, 1, 2, 2,	28759.125000, 57470, 1.702302, 58744
4, 4, 2, 1, 1,	29732.056641, 59428, 1.625144, 61533
4, 4, 2, 1, 2,	26538.787109, 53098, 1.879947, 53193
4, 4, 2, 2, 1,	25744.458984, 51494, 1.943181, 51462
4, 4, 2, 2, 2,	21769.255859, 43422, 2.262546, 44198
4, 8, 1, 1, 1,	42085.742188, 84121, 1.272621, 78578
4, 8, 1, 1, 2,	40642.648438, 81337, 1.504732, 66457
4, 8, 1, 2, 1,	40550.664062, 81129, 1.519826, 65797
4, 8, 1, 2, 2,	39398.507812, 78835, 1.702302, 58744
4, 8, 2, 1, 1,	39889.207031, 79787, 1.625144, 61533
4, 8, 2, 1, 2,	38288.453125, 76582, 1.879947, 53193
4, 8, 2, 2, 1,	37889.343750, 75752, 1.943181, 51462
4, 8, 2, 2, 2,	35910.167969, 71752, 2.262546, 44198
5, 4, 1, 1, 1,	34131.863281, 68187, 1.272621, 78578
5, 4, 1, 1, 2,	31238.072266, 62457, 1.504732, 66457
5, 4, 1, 2, 1,	31051.750000, 62082, 1.519826, 65797
5, 4, 1, 2, 2,	28759.109375, 57470, 1.702302, 58744
5, 4, 2, 1, 1,	29732.056641, 59428, 1.625144, 61533
5, 4, 2, 1, 2,	26538.785156, 53098, 1.879947, 53193
5, 4, 2, 2, 1,	25744.458984, 51494, 1.943181, 51462
5, 4, 2, 2, 2,	21717.693359, 43297, 2.266906, 44113
5, 8, 1, 1, 1,	42085.742188, 84121, 1.272621, 78578
5, 8, 1, 1, 2,	40642.648438, 81337, 1.504732, 66457
5, 8, 1, 2, 1,	40550.664062, 81129, 1.519826, 65797
5, 8, 1, 2, 2,	39398.492188, 78835, 1.702302, 58744
5, 8, 2, 1, 1,	39889.207031, 79787, 1.625144, 61533
5, 8, 2, 1, 2,	38288.449219, 76582, 1.879947, 53193
5, 8, 2, 2, 1,	37889.339844, 75752, 1.943181, 51462
5, 8, 2, 2, 2,	35885.851562, 71693, 2.266906, 44113
6, 4, 1, 1, 1,	34131.863281, 68187, 1.272621, 78578
6, 4, 1, 1, 2,	31238.072266, 62457, 1.504732, 66457
6, 4, 1, 2, 1,	31051.750000, 62082, 1.519826, 65797
6, 4, 1, 2, 2,	28759.109375, 57470, 1.702302, 58744
6, 4, 2, 1, 1,	29732.056641, 59428, 1.625144, 61533
6, 4, 2, 1, 2,	26538.785156, 53098, 1.879947, 53193
6, 4, 2, 2, 1,	25744.458984, 51494, 1.943181, 51462
6, 4, 2, 2, 2,	21718.425781, 43301, 2.266854, 44114
6, 8, 1, 1, 1,	42085.742188, 84121, 1.272621, 78578
6, 8, 1, 1, 2,	40642.648438, 81337, 1.504732, 66457
6, 8, 1, 2, 1,	40550.664062, 81129, 1.519826, 65797
6, 8, 1, 2, 2,	39398.492188, 78835, 1.702302, 58744
6, 8, 2, 1, 1,	39889.207031, 79787, 1.625144, 61533
6, 8, 2, 1, 2,	38288.449219, 76582, 1.879947, 53193
6, 8, 2, 2, 1,	37889.339844, 75752, 1.943181, 51462
6, 8, 2, 2, 2,	35886.261719, 71693, 2.266854, 44114
7, 4, 1, 1, 1,	34131.863281, 68187, 1.272621, 78578
7, 4, 1, 1, 2,	31238.072266, 62457, 1.504732, 66457
7, 4, 1, 2, 1,	31051.750000, 62082, 1.519826, 65797
7, 4, 1, 2, 2,	28759.109375, 57470, 1.702302, 58744
7, 4, 2, 1, 1,	29732.056641, 59428, 1.625144, 61533
7, 4, 2, 1, 2,	26538.785156, 53098, 1.879947, 53193
7, 4, 2, 2, 1,	25744.458984, 51494, 1.943181, 51462
7, 4, 2, 2, 2,	21718.425781, 43301, 2.266854, 44114
7, 8, 1, 1, 1,	42085.742188, 84121, 1.272621, 78578
7, 8, 1, 1, 2,	40642.648438, 81337, 1.504732, 66457
7, 8, 1, 2, 1,	40550.664062, 81129, 1.519826, 65797
7, 8, 1, 2, 2,	39398.492188, 78835, 1.702302, 58744
7, 8, 2, 1, 1,	39889.207031, 79787, 1.625144, 61533
7, 8, 2, 1, 2,	38288.449219, 76582, 1.879947, 53193
7, 8, 2, 2, 1,	37889.339844, 75752, 1.943181, 51462
7, 8, 2, 2, 2,	35886.261719, 71693, 2.266854, 44114
8, 4, 1, 1, 1,	34131.863281, 68187, 1.272621, 78578
8, 4, 1, 1, 2,	31238.072266, 62457, 1.504732, 66457
8, 4, 1, 2, 1,	31051.750000, 62082, 1.519826, 65797
8, 4, 1, 2, 2,	28759.109375, 57470, 1.702302, 58744
8, 4, 2, 1, 1,	29732.056641, 59428, 1.625144, 61533
8, 4, 2, 1, 2,	26538.785156, 53098, 1.879947, 53193
8, 4, 2, 2, 1,	25744.458984, 51494, 1.943181, 51462
8, 4, 2, 2, 2,	21718.425781, 43301, 2.266854, 44114
8, 8, 1, 1, 1,	42085.742188, 84121, 1.272621, 78578
8, 8, 1, 1, 2,	40642.648438, 81337, 1.504732, 66457
8, 8, 1, 2, 1,	40550.664062, 81129, 1.519826, 65797
8, 8, 1, 2, 2,	39398.492188, 78835, 1.702302, 58744
8, 8, 2, 1, 1,	39889.207031, 79787, 1.625144, 61533
8, 8, 2, 1, 2,	38288.449219, 76582, 1.879947, 53193
8, 8, 2, 2, 1,	37889.339844, 75752, 1.943181, 51462
8, 8, 2, 2, 2,	35886.261719, 71693, 2.266854, 44114
